,REF_DATE,GEO,Admissions_and_releases,Correctional_services,Corrections
5027,2008,Ontario,Youth admissions,Intensive support and supervision,15.0
5028,2008,Ontario,Youth admissions,Deferred custody and supervision,530.0
5029,2008,Ontario,Youth admissions,Supervised probation,7067.0
5030,2008,Ontario,Youth admissions,Other community sentences,1337.0
5031,2008,Ontario,Youth releases,Pre-trial detention,8132.0
5032,2008,Ontario,Youth releases,Provincial director remand,
5033,2008,Ontario,Youth releases,Secure custody,598.0
5034,2008,Ontario,Youth releases,Custody and supervision (secure),594.0
5035,2008,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0.0
5036,2008,Ontario,Youth releases,Open custody,686.0
5037,2008,Ontario,Youth releases,Custody and supervision (open),686.0
5038,2008,Ontario,Youth releases,Young Offenders Act (YOA) (open),0.0
5039,2008,Ontario,Youth releases,Community Portion of Custody Supervision,1250.0
5040,2008,Ontario,Youth releases,Intensive support and supervision,17.0
5041,2008,Ontario,Youth releases,Deferred custody and supervision,536.0
5042,2008,Ontario,Youth releases,Supervised probation,7327.0
5043,2008,Ontario,Youth releases,Other community sentences,1641.0
5096,2008,Manitoba,Youth admissions,Pre-trial detention,1831.0
5097,2008,Manitoba,Youth admissions,Provincial director remand,182.0
5098,2008,Manitoba,Youth admissions,Secure custody,136.0
5099,2008,Manitoba,Youth admissions,Custody and supervision (secure),131.0
5100,2008,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),0.0
5101,2008,Manitoba,Youth admissions,Open custody,202.0
5102,2008,Manitoba,Youth admissions,Custody and supervision (open),198.0
5103,2008,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),0.0
5104,2008,Manitoba,Youth admissions,Community Portion of Custody Supervision,259.0
5105,2008,Manitoba,Youth admissions,Intensive support and supervision,
5106,2008,Manitoba,Youth admissions,Deferred custody and supervision,170.0
5107,2008,Manitoba,Youth admissions,Supervised probation,1032.0
5108,2008,Manitoba,Youth admissions,Other community sentences,805.0
5109,2008,Manitoba,Youth releases,Pre-trial detention,1863.0
5110,2008,Manitoba,Youth releases,Provincial director remand,184.0
5111,2008,Manitoba,Youth releases,Secure custody,131.0
5112,2008,Manitoba,Youth releases,Custody and supervision (secure),126.0
5113,2008,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),0.0
5114,2008,Manitoba,Youth releases,Open custody,202.0
5115,2008,Manitoba,Youth releases,Custody and supervision (open),198.0
5116,2008,Manitoba,Youth releases,Young Offenders Act (YOA) (open),0.0
5117,2008,Manitoba,Youth releases,Community Portion of Custody Supervision,249.0
5118,2008,Manitoba,Youth releases,Intensive support and supervision,
5119,2008,Manitoba,Youth releases,Deferred custody and supervision,169.0
5120,2008,Manitoba,Youth releases,Supervised probation,856.0
5121,2008,Manitoba,Youth releases,Other community sentences,713.0
5122,2008,Saskatchewan,Youth admissions,Pre-trial detention,
5123,2008,Saskatchewan,Youth admissions,Provincial director remand,
5124,2008,Saskatchewan,Youth admissions,Secure custody,169.0
5125,2008,Saskatchewan,Youth admissions,Custody and supervision (secure),169.0
5126,2008,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
5127,2008,Saskatchewan,Youth admissions,Open custody,229.0
5128,2008,Saskatchewan,Youth admissions,Custody and supervision (open),229.0
5129,2008,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
5130,2008,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,176.0
5131,2008,Saskatchewan,Youth admissions,Intensive support and supervision,
5132,2008,Saskatchewan,Youth admissions,Deferred custody and supervision,188.0
5133,2008,Saskatchewan,Youth admissions,Supervised probation,1328.0
5134,2008,Saskatchewan,Youth admissions,Other community sentences,
5135,2008,Saskatchewan,Youth releases,Pre-trial detention,
5136,2008,Saskatchewan,Youth releases,Provincial director remand,
5137,2008,Saskatchewan,Youth releases,Secure custody,160.0
5138,2008,Saskatchewan,Youth releases,Custody and supervision (secure),160.0
5139,2008,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
5140,2008,Saskatchewan,Youth releases,Open custody,221.0
5141,2008,Saskatchewan,Youth releases,Custody and supervision (open),221.0
5142,2008,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
5143,2008,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
5144,2008,Saskatchewan,Youth releases,Intensive support and supervision,
5145,2008,Saskatchewan,Youth releases,Deferred custody and supervision,
5146,2008,Saskatchewan,Youth releases,Supervised probation,
5147,2008,Saskatchewan,Youth releases,Other community sentences,
5148,2008,Alberta,Youth admissions,Pre-trial detention,1977.0
5149,2008,Alberta,Youth admissions,Provincial director remand,
5150,2008,Alberta,Youth admissions,Secure custody,194.0
5151,2008,Alberta,Youth admissions,Custody and supervision (secure),194.0
5152,2008,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
5153,2008,Alberta,Youth admissions,Open custody,56.0
5154,2008,Alberta,Youth admissions,Custody and supervision (open),56.0
5155,2008,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
5156,2008,Alberta,Youth admissions,Community Portion of Custody Supervision,440.0
5157,2008,Alberta,Youth admissions,Intensive support and supervision,39.0
5158,2008,Alberta,Youth admissions,Deferred custody and supervision,208.0
5159,2008,Alberta,Youth admissions,Supervised probation,1865.0
5160,2008,Alberta,Youth admissions,Other community sentences,1936.0
5161,2008,Alberta,Youth releases,Pre-trial detention,1640.0
5162,2008,Alberta,Youth releases,Provincial director remand,
5163,2008,Alberta,Youth releases,Secure custody,295.0
5164,2008,Alberta,Youth releases,Custody and supervision (secure),295.0
5165,2008,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
5166,2008,Alberta,Youth releases,Open custody,133.0
5167,2008,Alberta,Youth releases,Custody and supervision (open),133.0
5168,2008,Alberta,Youth releases,Young Offenders Act (YOA) (open),
5169,2008,Alberta,Youth releases,Community Portion of Custody Supervision,414.0
5170,2008,Alberta,Youth releases,Intensive support and supervision,18.0
5171,2008,Alberta,Youth releases,Deferred custody and supervision,212.0
5172,2008,Alberta,Youth releases,Supervised probation,1813.0
5173,2008,Alberta,Youth releases,Other community sentences,1769.0
5174,2008,British Columbia,Youth admissions,Pre-trial detention,1167.0
5175,2008,British Columbia,Youth admissions,Provincial director remand,139.0
5176,2008,British Columbia,Youth admissions,Secure custody,92.0
5177,2008,British Columbia,Youth admissions,Custody and supervision (secure),90.0
5178,2008,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),1.0
5179,2008,British Columbia,Youth admissions,Open custody,233.0
5180,2008,British Columbia,Youth admissions,Custody and supervision (open),233.0
5181,2008,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
5182,2008,British Columbia,Youth admissions,Community Portion of Custody Supervision,287.0
5183,2008,British Columbia,Youth admissions,Intensive support and supervision,353.0
5184,2008,British Columbia,Youth admissions,Deferred custody and supervision,184.0
5185,2008,British Columbia,Youth admissions,Supervised probation,1432.0
5186,2008,British Columbia,Youth admissions,Other community sentences,3448.0
5187,2008,British Columbia,Youth releases,Pre-trial detention,1162.0
5188,2008,British Columbia,Youth releases,Provincial director remand,131.0
5189,2008,British Columbia,Youth releases,Secure custody,97.0
5190,2008,British Columbia,Youth releases,Custody and supervision (secure),93.0
5191,2008,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),1.0
5192,2008,British Columbia,Youth releases,Open custody,232.0
5193,2008,British Columbia,Youth releases,Custody and supervision (open),232.0
5194,2008,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
5195,2008,British Columbia,Youth releases,Community Portion of Custody Supervision,285.0
5196,2008,British Columbia,Youth releases,Intensive support and supervision,310.0
5197,2008,British Columbia,Youth releases,Deferred custody and supervision,174.0
5198,2008,British Columbia,Youth releases,Supervised probation,1481.0
5199,2008,British Columbia,Youth releases,Other community sentences,3482.0
5460,2009,Ontario,Youth admissions,Pre-trial detention,7513.0
5461,2009,Ontario,Youth admissions,Provincial director remand,
5462,2009,Ontario,Youth admissions,Secure custody,596.0
5463,2009,Ontario,Youth admissions,Custody and supervision (secure),594.0
5464,2009,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),0.0
5465,2009,Ontario,Youth admissions,Open custody,718.0
5466,2009,Ontario,Youth admissions,Custody and supervision (open),718.0
5467,2009,Ontario,Youth admissions,Young Offenders Act (YOA) (open),0.0
5468,2009,Ontario,Youth admissions,Community Portion of Custody Supervision,1295.0
5469,2009,Ontario,Youth admissions,Intensive support and supervision,15.0
5470,2009,Ontario,Youth admissions,Deferred custody and supervision,578.0
5471,2009,Ontario,Youth admissions,Supervised probation,6448.0
5472,2009,Ontario,Youth admissions,Other community sentences,1281.0
5473,2009,Ontario,Youth releases,Pre-trial detention,7539.0
5474,2009,Ontario,Youth releases,Provincial director remand,
5475,2009,Ontario,Youth releases,Secure custody,607.0
5476,2009,Ontario,Youth releases,Custody and supervision (secure),605.0
5477,2009,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0.0
5478,2009,Ontario,Youth releases,Open custody,713.0
5479,2009,Ontario,Youth releases,Custody and supervision (open),713.0
5480,2009,Ontario,Youth releases,Young Offenders Act (YOA) (open),0.0
5481,2009,Ontario,Youth releases,Community Portion of Custody Supervision,1309.0
5482,2009,Ontario,Youth releases,Intensive support and supervision,14.0
5483,2009,Ontario,Youth releases,Deferred custody and supervision,557.0
5484,2009,Ontario,Youth releases,Supervised probation,7223.0
5485,2009,Ontario,Youth releases,Other community sentences,1414.0
5538,2009,Manitoba,Youth admissions,Pre-trial detention,2028.0
5539,2009,Manitoba,Youth admissions,Provincial director remand,175.0
5540,2009,Manitoba,Youth admissions,Secure custody,124.0
5541,2009,Manitoba,Youth admissions,Custody and supervision (secure),119.0
5542,2009,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),0.0
5543,2009,Manitoba,Youth admissions,Open custody,163.0
5544,2009,Manitoba,Youth admissions,Custody and supervision (open),158.0
5545,2009,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),0.0
5546,2009,Manitoba,Youth admissions,Community Portion of Custody Supervision,287.0
5547,2009,Manitoba,Youth admissions,Intensive support and supervision,
5548,2009,Manitoba,Youth admissions,Deferred custody and supervision,154.0
5549,2009,Manitoba,Youth admissions,Supervised probation,1031.0
5550,2009,Manitoba,Youth admissions,Other community sentences,963.0
5551,2009,Manitoba,Youth releases,Pre-trial detention,1975.0
5552,2009,Manitoba,Youth releases,Provincial director remand,175.0
5553,2009,Manitoba,Youth releases,Secure custody,122.0
5554,2009,Manitoba,Youth releases,Custody and supervision (secure),117.0
5555,2009,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),0.0
5556,2009,Manitoba,Youth releases,Open custody,188.0
5557,2009,Manitoba,Youth releases,Custody and supervision (open),183.0
5558,2009,Manitoba,Youth releases,Young Offenders Act (YOA) (open),0.0
5559,2009,Manitoba,Youth releases,Community Portion of Custody Supervision,260.0
5560,2009,Manitoba,Youth releases,Intensive support and supervision,
5561,2009,Manitoba,Youth releases,Deferred custody and supervision,150.0
5562,2009,Manitoba,Youth releases,Supervised probation,922.0
5563,2009,Manitoba,Youth releases,Other community sentences,783.0
5564,2009,Saskatchewan,Youth admissions,Pre-trial detention,
5565,2009,Saskatchewan,Youth admissions,Provincial director remand,
5566,2009,Saskatchewan,Youth admissions,Secure custody,
5567,2009,Saskatchewan,Youth admissions,Custody and supervision (secure),
5568,2009,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
5569,2009,Saskatchewan,Youth admissions,Open custody,
5570,2009,Saskatchewan,Youth admissions,Custody and supervision (open),
5571,2009,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
5572,2009,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
5573,2009,Saskatchewan,Youth admissions,Intensive support and supervision,
5574,2009,Saskatchewan,Youth admissions,Deferred custody and supervision,
5575,2009,Saskatchewan,Youth admissions,Supervised probation,
5576,2009,Saskatchewan,Youth admissions,Other community sentences,
5577,2009,Saskatchewan,Youth releases,Pre-trial detention,
5578,2009,Saskatchewan,Youth releases,Provincial director remand,
5579,2009,Saskatchewan,Youth releases,Secure custody,
5580,2009,Saskatchewan,Youth releases,Custody and supervision (secure),
5581,2009,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
5582,2009,Saskatchewan,Youth releases,Open custody,
5583,2009,Saskatchewan,Youth releases,Custody and supervision (open),
5584,2009,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
5585,2009,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
5586,2009,Saskatchewan,Youth releases,Intensive support and supervision,
5587,2009,Saskatchewan,Youth releases,Deferred custody and supervision,
5588,2009,Saskatchewan,Youth releases,Supervised probation,
5589,2009,Saskatchewan,Youth releases,Other community sentences,
5590,2009,Alberta,Youth admissions,Pre-trial detention,1947.0
5591,2009,Alberta,Youth admissions,Provincial director remand,
5592,2009,Alberta,Youth admissions,Secure custody,203.0
5593,2009,Alberta,Youth admissions,Custody and supervision (secure),203.0
5594,2009,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
5595,2009,Alberta,Youth admissions,Open custody,73.0
5596,2009,Alberta,Youth admissions,Custody and supervision (open),73.0
5597,2009,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
5598,2009,Alberta,Youth admissions,Community Portion of Custody Supervision,390.0
5599,2009,Alberta,Youth admissions,Intensive support and supervision,41.0
5600,2009,Alberta,Youth admissions,Deferred custody and supervision,247.0
5601,2009,Alberta,Youth admissions,Supervised probation,1755.0
5602,2009,Alberta,Youth admissions,Other community sentences,2229.0
5603,2009,Alberta,Youth releases,Pre-trial detention,1588.0
5604,2009,Alberta,Youth releases,Provincial director remand,
5605,2009,Alberta,Youth releases,Secure custody,336.0
5606,2009,Alberta,Youth releases,Custody and supervision (secure),336.0
5607,2009,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
5608,2009,Alberta,Youth releases,Open custody,207.0
5609,2009,Alberta,Youth releases,Custody and supervision (open),207.0
5610,2009,Alberta,Youth releases,Young Offenders Act (YOA) (open),
5611,2009,Alberta,Youth releases,Community Portion of Custody Supervision,395.0
5612,2009,Alberta,Youth releases,Intensive support and supervision,40.0
5613,2009,Alberta,Youth releases,Deferred custody and supervision,245.0
5614,2009,Alberta,Youth releases,Supervised probation,1833.0
5615,2009,Alberta,Youth releases,Other community sentences,2175.0
5616,2009,British Columbia,Youth admissions,Pre-trial detention,1292.0
5617,2009,British Columbia,Youth admissions,Provincial director remand,157.0
5618,2009,British Columbia,Youth admissions,Secure custody,122.0
5619,2009,British Columbia,Youth admissions,Custody and supervision (secure),122.0
5620,2009,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),0.0
5621,2009,British Columbia,Youth admissions,Open custody,296.0
5622,2009,British Columbia,Youth admissions,Custody and supervision (open),296.0
5623,2009,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
5624,2009,British Columbia,Youth admissions,Community Portion of Custody Supervision,330.0
5625,2009,British Columbia,Youth admissions,Intensive support and supervision,337.0
5626,2009,British Columbia,Youth admissions,Deferred custody and supervision,238.0
5627,2009,British Columbia,Youth admissions,Supervised probation,1300.0
5628,2009,British Columbia,Youth admissions,Other community sentences,3457.0
5629,2009,British Columbia,Youth releases,Pre-trial detention,1291.0
5630,2009,British Columbia,Youth releases,Provincial director remand,159.0
5631,2009,British Columbia,Youth releases,Secure custody,137.0
5632,2009,British Columbia,Youth releases,Custody and supervision (secure),135.0
5633,2009,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),1.0
5634,2009,British Columbia,Youth releases,Open custody,300.0
5635,2009,British Columbia,Youth releases,Custody and supervision (open),300.0
5636,2009,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
5637,2009,British Columbia,Youth releases,Community Portion of Custody Supervision,329.0
5638,2009,British Columbia,Youth releases,Intensive support and supervision,333.0
5639,2009,British Columbia,Youth releases,Deferred custody and supervision,232.0
5640,2009,British Columbia,Youth releases,Supervised probation,1514.0
5641,2009,British Columbia,Youth releases,Other community sentences,3620.0
5902,2010,Ontario,Youth admissions,Pre-trial detention,6539.0
5903,2010,Ontario,Youth admissions,Provincial director remand,
5904,2010,Ontario,Youth admissions,Secure custody,536.0
5905,2010,Ontario,Youth admissions,Custody and supervision (secure),535.0
5906,2010,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),0.0
5907,2010,Ontario,Youth admissions,Open custody,674.0
5908,2010,Ontario,Youth admissions,Custody and supervision (open),674.0
5909,2010,Ontario,Youth admissions,Young Offenders Act (YOA) (open),0.0
5910,2010,Ontario,Youth admissions,Community Portion of Custody Supervision,1176.0
5911,2010,Ontario,Youth admissions,Intensive support and supervision,18.0
5912,2010,Ontario,Youth admissions,Deferred custody and supervision,499.0
5913,2010,Ontario,Youth admissions,Supervised probation,5574.0
5914,2010,Ontario,Youth admissions,Other community sentences,723.0
5915,2010,Ontario,Youth releases,Pre-trial detention,6598.0
5916,2010,Ontario,Youth releases,Provincial director remand,
5917,2010,Ontario,Youth releases,Secure custody,552.0
5918,2010,Ontario,Youth releases,Custody and supervision (secure),550.0
5919,2010,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0.0
5920,2010,Ontario,Youth releases,Open custody,674.0
5921,2010,Ontario,Youth releases,Custody and supervision (open),674.0
5922,2010,Ontario,Youth releases,Young Offenders Act (YOA) (open),0.0
5923,2010,Ontario,Youth releases,Community Portion of Custody Supervision,1198.0
5924,2010,Ontario,Youth releases,Intensive support and supervision,14.0
5925,2010,Ontario,Youth releases,Deferred custody and supervision,511.0
5926,2010,Ontario,Youth releases,Supervised probation,6603.0
5927,2010,Ontario,Youth releases,Other community sentences,1206.0
5980,2010,Manitoba,Youth admissions,Pre-trial detention,2003.0
5981,2010,Manitoba,Youth admissions,Provincial director remand,173.0
5982,2010,Manitoba,Youth admissions,Secure custody,133.0
5983,2010,Manitoba,Youth admissions,Custody and supervision (secure),128.0
5984,2010,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),0.0
5985,2010,Manitoba,Youth admissions,Open custody,158.0
5986,2010,Manitoba,Youth admissions,Custody and supervision (open),155.0
5987,2010,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),0.0
5988,2010,Manitoba,Youth admissions,Community Portion of Custody Supervision,241.0
5989,2010,Manitoba,Youth admissions,Intensive support and supervision,
5990,2010,Manitoba,Youth admissions,Deferred custody and supervision,155.0
5991,2010,Manitoba,Youth admissions,Supervised probation,1024.0
5992,2010,Manitoba,Youth admissions,Other community sentences,918.0
5993,2010,Manitoba,Youth releases,Pre-trial detention,2029.0
5994,2010,Manitoba,Youth releases,Provincial director remand,173.0
5995,2010,Manitoba,Youth releases,Secure custody,120.0
5996,2010,Manitoba,Youth releases,Custody and supervision (secure),115.0
5997,2010,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),0.0
5998,2010,Manitoba,Youth releases,Open custody,151.0
5999,2010,Manitoba,Youth releases,Custody and supervision (open),148.0
6000,2010,Manitoba,Youth releases,Young Offenders Act (YOA) (open),0.0
6001,2010,Manitoba,Youth releases,Community Portion of Custody Supervision,223.0
6002,2010,Manitoba,Youth releases,Intensive support and supervision,
6003,2010,Manitoba,Youth releases,Deferred custody and supervision,139.0
6004,2010,Manitoba,Youth releases,Supervised probation,1062.0
6005,2010,Manitoba,Youth releases,Other community sentences,818.0
6006,2010,Saskatchewan,Youth admissions,Pre-trial detention,
6007,2010,Saskatchewan,Youth admissions,Provincial director remand,
6008,2010,Saskatchewan,Youth admissions,Secure custody,
6009,2010,Saskatchewan,Youth admissions,Custody and supervision (secure),
6010,2010,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
6011,2010,Saskatchewan,Youth admissions,Open custody,
6012,2010,Saskatchewan,Youth admissions,Custody and supervision (open),
6013,2010,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
6014,2010,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
6015,2010,Saskatchewan,Youth admissions,Intensive support and supervision,
6016,2010,Saskatchewan,Youth admissions,Deferred custody and supervision,
6017,2010,Saskatchewan,Youth admissions,Supervised probation,
6018,2010,Saskatchewan,Youth admissions,Other community sentences,
6019,2010,Saskatchewan,Youth releases,Pre-trial detention,
6020,2010,Saskatchewan,Youth releases,Provincial director remand,
6021,2010,Saskatchewan,Youth releases,Secure custody,
6022,2010,Saskatchewan,Youth releases,Custody and supervision (secure),
6023,2010,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
6024,2010,Saskatchewan,Youth releases,Open custody,
6025,2010,Saskatchewan,Youth releases,Custody and supervision (open),
6026,2010,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
6027,2010,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
6028,2010,Saskatchewan,Youth releases,Intensive support and supervision,
6029,2010,Saskatchewan,Youth releases,Deferred custody and supervision,
6030,2010,Saskatchewan,Youth releases,Supervised probation,
6031,2010,Saskatchewan,Youth releases,Other community sentences,
6032,2010,Alberta,Youth admissions,Pre-trial detention,1910.0
6033,2010,Alberta,Youth admissions,Provincial director remand,
6034,2010,Alberta,Youth admissions,Secure custody,216.0
6035,2010,Alberta,Youth admissions,Custody and supervision (secure),216.0
6036,2010,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
6037,2010,Alberta,Youth admissions,Open custody,70.0
6038,2010,Alberta,Youth admissions,Custody and supervision (open),70.0
6039,2010,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
6040,2010,Alberta,Youth admissions,Community Portion of Custody Supervision,431.0
6041,2010,Alberta,Youth admissions,Intensive support and supervision,25.0
6042,2010,Alberta,Youth admissions,Deferred custody and supervision,255.0
6043,2010,Alberta,Youth admissions,Supervised probation,1545.0
6044,2010,Alberta,Youth admissions,Other community sentences,2004.0
6045,2010,Alberta,Youth releases,Pre-trial detention,1520.0
6046,2010,Alberta,Youth releases,Provincial director remand,
6047,2010,Alberta,Youth releases,Secure custody,347.0
6048,2010,Alberta,Youth releases,Custody and supervision (secure),347.0
6049,2010,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
6050,2010,Alberta,Youth releases,Open custody,198.0
6051,2010,Alberta,Youth releases,Custody and supervision (open),198.0
6052,2010,Alberta,Youth releases,Young Offenders Act (YOA) (open),
6053,2010,Alberta,Youth releases,Community Portion of Custody Supervision,444.0
6054,2010,Alberta,Youth releases,Intensive support and supervision,43.0
6055,2010,Alberta,Youth releases,Deferred custody and supervision,254.0
6056,2010,Alberta,Youth releases,Supervised probation,1751.0
6057,2010,Alberta,Youth releases,Other community sentences,2119.0
6058,2010,British Columbia,Youth admissions,Pre-trial detention,1135.0
6059,2010,British Columbia,Youth admissions,Provincial director remand,163.0
6060,2010,British Columbia,Youth admissions,Secure custody,89.0
6061,2010,British Columbia,Youth admissions,Custody and supervision (secure),87.0
6062,2010,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),2.0
6063,2010,British Columbia,Youth admissions,Open custody,276.0
6064,2010,British Columbia,Youth admissions,Custody and supervision (open),276.0
6065,2010,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
6066,2010,British Columbia,Youth admissions,Community Portion of Custody Supervision,292.0
6067,2010,British Columbia,Youth admissions,Intensive support and supervision,315.0
6068,2010,British Columbia,Youth admissions,Deferred custody and supervision,251.0
6069,2010,British Columbia,Youth admissions,Supervised probation,1193.0
6070,2010,British Columbia,Youth admissions,Other community sentences,3216.0
6071,2010,British Columbia,Youth releases,Pre-trial detention,1126.0
6072,2010,British Columbia,Youth releases,Provincial director remand,166.0
6073,2010,British Columbia,Youth releases,Secure custody,102.0
6074,2010,British Columbia,Youth releases,Custody and supervision (secure),100.0
6075,2010,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),1.0
6076,2010,British Columbia,Youth releases,Open custody,282.0
6077,2010,British Columbia,Youth releases,Custody and supervision (open),282.0
6078,2010,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
6079,2010,British Columbia,Youth releases,Community Portion of Custody Supervision,301.0
6080,2010,British Columbia,Youth releases,Intensive support and supervision,303.0
6081,2010,British Columbia,Youth releases,Deferred custody and supervision,254.0
6082,2010,British Columbia,Youth releases,Supervised probation,1293.0
6083,2010,British Columbia,Youth releases,Other community sentences,3328.0
6344,2011,Ontario,Youth admissions,Pre-trial detention,5723.0
6345,2011,Ontario,Youth admissions,Provincial director remand,
6346,2011,Ontario,Youth admissions,Secure custody,505.0
6347,2011,Ontario,Youth admissions,Custody and supervision (secure),503.0
6348,2011,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),0.0
6349,2011,Ontario,Youth admissions,Open custody,612.0
6350,2011,Ontario,Youth admissions,Custody and supervision (open),612.0
6351,2011,Ontario,Youth admissions,Young Offenders Act (YOA) (open),0.0
6352,2011,Ontario,Youth admissions,Community Portion of Custody Supervision,1071.0
6353,2011,Ontario,Youth admissions,Intensive support and supervision,14.0
6354,2011,Ontario,Youth admissions,Deferred custody and supervision,425.0
6355,2011,Ontario,Youth admissions,Supervised probation,5090.0
6356,2011,Ontario,Youth admissions,Other community sentences,518.0
6357,2011,Ontario,Youth releases,Pre-trial detention,5706.0
6358,2011,Ontario,Youth releases,Provincial director remand,
6359,2011,Ontario,Youth releases,Secure custody,480.0
6360,2011,Ontario,Youth releases,Custody and supervision (secure),479.0
6361,2011,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0.0
6362,2011,Ontario,Youth releases,Open custody,620.0
6363,2011,Ontario,Youth releases,Custody and supervision (open),620.0
6364,2011,Ontario,Youth releases,Young Offenders Act (YOA) (open),0.0
6365,2011,Ontario,Youth releases,Community Portion of Custody Supervision,1068.0
6366,2011,Ontario,Youth releases,Intensive support and supervision,19.0
6367,2011,Ontario,Youth releases,Deferred custody and supervision,473.0
6368,2011,Ontario,Youth releases,Supervised probation,5679.0
6369,2011,Ontario,Youth releases,Other community sentences,707.0
6422,2011,Manitoba,Youth admissions,Pre-trial detention,2317.0
6423,2011,Manitoba,Youth admissions,Provincial director remand,199.0
6424,2011,Manitoba,Youth admissions,Secure custody,174.0
6425,2011,Manitoba,Youth admissions,Custody and supervision (secure),163.0
6426,2011,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),0.0
6427,2011,Manitoba,Youth admissions,Open custody,205.0
6428,2011,Manitoba,Youth admissions,Custody and supervision (open),204.0
6429,2011,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),0.0
6430,2011,Manitoba,Youth admissions,Community Portion of Custody Supervision,331.0
6431,2011,Manitoba,Youth admissions,Intensive support and supervision,
6432,2011,Manitoba,Youth admissions,Deferred custody and supervision,145.0
6433,2011,Manitoba,Youth admissions,Supervised probation,1000.0
6434,2011,Manitoba,Youth admissions,Other community sentences,991.0
6435,2011,Manitoba,Youth releases,Pre-trial detention,2311.0
6436,2011,Manitoba,Youth releases,Provincial director remand,199.0
6437,2011,Manitoba,Youth releases,Secure custody,171.0
6438,2011,Manitoba,Youth releases,Custody and supervision (secure),165.0
6439,2011,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),0.0
6440,2011,Manitoba,Youth releases,Open custody,200.0
6441,2011,Manitoba,Youth releases,Custody and supervision (open),197.0
6442,2011,Manitoba,Youth releases,Young Offenders Act (YOA) (open),0.0
6443,2011,Manitoba,Youth releases,Community Portion of Custody Supervision,318.0
6444,2011,Manitoba,Youth releases,Intensive support and supervision,
6445,2011,Manitoba,Youth releases,Deferred custody and supervision,139.0
6446,2011,Manitoba,Youth releases,Supervised probation,908.0
6447,2011,Manitoba,Youth releases,Other community sentences,856.0
6448,2011,Saskatchewan,Youth admissions,Pre-trial detention,
6449,2011,Saskatchewan,Youth admissions,Provincial director remand,
6450,2011,Saskatchewan,Youth admissions,Secure custody,
6451,2011,Saskatchewan,Youth admissions,Custody and supervision (secure),
